Gene_name	HI_score
THAP6	0.186
THAP7	0.282
THAP8	0.081
THAP9	0.108
YRDC	0.41
DIAPH2	0.46
IL1F9	0.043
IL1F8	0.046
TAC1	0.215
MLF1IP	0.521
CHID1	0.144
IL1F7	0.035
IL1F6	0.059
IL1F5	0.125
TRIM11	0.638
RPN1	0.188
QTRTD1	0.033
TAC3	0.053
TRIM15	0.077
TRIM14	0.365
TRIM17	0.086
TAC4	0.006
CCRL1	0.172
FAM58A	0.137
CCRL2	0.072
CYP4F8	0.274
FAM101A	0.157
EFNB1	0.217
NOSTRIN	0.281
CHI3L2	0.186
CHI3L1	0.132
MUC16	0.051
WNK2	0.117
PIWIL3	0.077
CYP4F2	0.081
ARL2BP	0.044
ODZ4	0.532
PI4KB	0.529
ASB2	0.091
ASB3	0.121
ASB1	0.205
ASB6	0.137
ASB7	0.486
ASB4	0.601
SLC16A14	0.103
ASB8	0.222
ASB9	0.017
SAG	0.225
ATP5SL	0.04
MUC12	0.084
HDAC9	0.919
CCDC47	0.381
CYB5D2	0.082
WNK3	0.274
HDAC8	0.147
C2orf52	0.106
C2orf53	0.133
C2orf50	0.178
GRRP1	0.365
C2orf56	0.176
C2orf57	0.064
C2orf54	0.09
C2orf55	0.157
SLC16A13	0.027
DPY30	0.39
TMEM59L	0.19
SLC16A12	0.22
CHM	0.11
RRS1	0.446
RINT1	0.196
TBL2	0.217
TBL3	0.157
EYA4	0.745
SH3BGRL	0.658
PDE8A	0.43
PDE8B	0.462
DBI	0.011
DBH	0.193
DGCR6L	0.123
MANBA	0.094
PLAG1	0.767
TC2N	0.066
PNMA6A	0.104
PGAM4	0.123
ZNF174	0.108
WNK1	0.226
TMEM49	0.454
TMEM48	0.793
EXOSC8	0.091
ZNF175	0.056
PGAM2	0.63
UQCRFS1	0.572
TAF5L	0.286
DBT	0.303
TMEM43	0.101
TMEM42	0.209
HMHB1	0.04
MBTD1	0.294
IL1RAPL2	0.243
OXSR1	0.443
ZBTB33	0.537
SERINC5	0.131
SERINC4	0.335
PGAM1	0.177
SERINC1	0.703
SERINC3	0.132
SERINC2	0.115
SLC22A16	0.101
HPX	0.218
MED6	0.255
MED7	0.3
MED4	0.199
MESP1	0.102
PINK1	0.118
MED8	0.084
LMLN	0.127
MNX1	0.342
ZNF600	0.918
MXD4	0.188
ZNF606	0.193
ZBTB32	0.127
ZNF605	0.166
TREX2	0.038
GABRA1	0.456
ZNF608	0.156
ZNF609	0.896
ANGPTL5	0.117
SLC22A17	0.329
ANGPTL4	0.058
CAMTA2	0.286
AKR1C2	0.059
CAMTA1	0.196
CCDC90A	0.136
POP7	0.078
SDF2L1	0.165
FABP9	0.079
GCA	0.085
AFM	0.128
TCF7	0.159
POP5	0.089
GCG	0.213
BVES	0.273
GCK	0.83
NPFFR2	0.049
NPFFR1	0.098
AOF2	0.376
LRRC37B2	0.098
AOF1	0.15
SCMH1	0.194
EPS8L1	0.118
EPS8L2	0.175
EPS8L3	0.071
AFP	0.483
IDH3A	0.172
STK32C	0.07
ABTB1	0.131
STK32A	0.085
GPR114	0.062
PROZ	0.092
AZGP1	0.052
PPP5C	0.532
MBIP	0.054
MRO	0.053
GPR112	0.086
BTD	0.054
CTCF	0.717
BTC	0.31
NXPH3	0.131
NXPH2	0.359
NXPH1	0.105
GPR110	0.072
PROC	0.421
ISLR2	0.132
BTK	0.565
NXPH4	0.058
MDN1	0.283
LGR5	0.533
MMP15	0.068
AMPD3	0.127
AMPD2	0.204
AMPD1	0.222
KRTAP13-3	0.027
CYLC2	0.073
OR2L13	0.105
C20orf30	0.13
AREG	0.182
RASGRP4	0.088
BMX	0.486
PCMTD2	0.151
CDC27	0.919
RPS6KB1	0.612
PRPF40B	0.467
PRPF40A	0.395
RPS6KB2	0.221
MRGPRX4	0.012
CHPT1	0.071
MCART2	0.13
UTP15	0.169
MRGPRX2	0.063
PRELP	0.688
UTP18	0.387
UBE2D4	0.144
MAP3K7IP1	0.288
DPAGT1	0.157
TET1	0.578
GOLGA2L1	0.087
TET3	0.825
TET2	0.056
MAP3K7IP3	0.313
C12orf10	0.241
WFDC12	0.058
FBXO7	0.059
CST3	0.135
RPS4X	0.904
MOBKL3	0.197
SLMO1	0.207
ATXN2L	0.41
BUD13	0.194
YOD1	0.132
KIAA1370	0.31
SYT14L	0.113
F2RL3	0.113
F2RL2	0.114
F2RL1	0.272
CST5	0.062
XAB2	0.68
ST6GAL2	0.154
SAPS1	0.135
TMC8	0.089
ST6GAL1	0.594
PCBD2	0.125
PRDX6	0.398
PRDX5	0.389
IL1F10	0.155
PRDX3	0.385
PRDX2	0.92
PRDX1	0.806
AP3S2	0.073
AP3S1	0.482
SAMSN1	0.128
PITX2	0.982
PITX3	0.384
MED21	0.144
PITX1	0.615
OTUB1	0.092
EDNRB	0.773
OTUB2	0.695
EXOSC6	0.09
NPTN	0.206
AXIN2	0.284
AXIN1	0.253
RPS6KA3	0.681
MMRN2	0.107
MMRN1	0.115
CAMP	0.177
RDH16	0.126
ERO1LB	0.132
ARL1	0.264
KANK2	0.281
KLHL34	0.496
SNAPIN	0.212
APOF	0.189
VASN	0.313
CYBASC3	0.095
C19orf43	0.139
TSSK6	0.085
NBPF14	0.015
STK11	0.502
NBPF11	0.061
VASP	0.42
PAPOLG	0.38
C9orf89	0.084
PAPOLB	0.345
LYPLAL1	0.085
KATNB1	0.253
SCGB3A1	0.057
SCGB3A2	0.02
VEZT	0.252
ABRA	0.108
LAMP2	0.433
CD38	0.051
TSSK1B	0.114
GSX1	0.187
SND1	0.701
C9orf37	0.086
ZFR	0.594
IFI27	0.036
CD33	0.032
CD34	0.04
C19orf45	0.096
CD36	0.847
CD37	0.102
TXNDC9	0.4
POLR3G	0.265
POLR3D	0.387
OR52K3P	0.339
POLR3B	0.576
POLR3C	0.289
POLR3A	0.486
TXNDC1	0.793
APCDD1	0.178
TXNDC3	0.042
TXNDC2	0.03
TXNDC4	0.123
POLR3H	0.132
TXNDC6	0.079
NAT14	0.112
GRIA3	0.329
FAM46D	0.294
DUT	0.896
DNMT1	0.731
CRB3	0.077
FAM46A	0.948
FAM46B	0.528
FAM46C	0.523
PSD3	0.527
PSD2	0.138
WDR68	0.659
WDR69	0.069
PSD4	0.065
TUT1	0.249
WDR63	0.086
WDR60	0.093
WDR61	0.331
WDR66	0.152
WDR67	0.072
WDR64	0.211
WDR65	0.199
COBRA1	0.119
C1orf222	0.11
HOXD8	0.166
HOXD9	0.484
HMGCL	0.073
SLC25A2	0.086
CRB2	0.115
PRMT1	0.92
PRMT6	0.22
HOXD1	0.201
R3HDM2	0.314
HOXD3	0.247
TMEM176A	0.06
HMGCR	0.879
TMEM176B	0.047
OR7A2P	0.129
ORMDL2	0.173
ORMDL3	0.585
ORMDL1	0.381
KIF5A	0.35
KIF5B	0.516
KIF5C	0.669
C21orf128	0.066
MASP1	0.232
MASP2	0.106
GLT1D1	0.118
CD3D	0.052
CD3E	0.023
FBP1	0.356
CCDC50	0.042
ACADS	0.183
FBP2	0.157
FOXJ1	0.15
OR10V1	0.069
HSPG2	0.838
CCDC52	0.11
FAM55A	0.061
LARGE	0.067
NUP85	0.365
CCDC53	0.184
LAIR1	0.033
IFNGR1	0.418
IFNGR2	0.087
LAIR2	0.062
CD200	0.242
CCDC54	0.05
SEC16B	0.386
TDRD10	0.128
ACADL	0.059
ACADM	0.134
GVIN1	0.42
CD207	0.035
IARS2	0.417
USP49	0.405
USP48	0.086
OR13C5	0.113
USP45	0.044
USP44	0.213
USP47	0.161
USP46	0.396
USP41	0.09
PPARGC1A	0.981
PPARGC1B	0.207
XDH	0.293
KCNK16	0.094
SIRT7	0.14
CDK2AP2	0.426
MADCAM1	0.099
CX3CL1	0.112
C18orf2	0.101
MAFG	0.467
FAM133A	0.272
UMPS	0.135
DNHL1	0.187
C18orf1	0.428
ATP6V0D2	0.223
SCRN3	0.093
MEN1	0.515
SCRN1	0.159
CDK3	0.977
KY	0.325
BLM	0.731
RCE1	0.373
TNP2	0.608
WNT11	0.109
ATOX1	0.071
TNP1	0.714
NANOS1	0.162
ACAD9	0.087
NANOS3	0.212
NANOS2	0.242
UEVLD	0.111
CYP2E1	0.521
LENG8	0.132
TPRG1L	0.128
TEDDM1	0.166
NPBWR1	0.093
C10orf47	0.08
C10orf46	0.298
NEU3	0.284
SRCAP	0.384
RPS7	0.978
ADAMTS10	0.243
ADAMTS13	0.059
ADAMTS12	0.091
PLCE1	0.071
ADAMTS14	0.175
ADAMTS17	0.199
ADAMTS16	0.128
ADAMTS19	0.273
VDAC2	0.715
RPS9	0.96
RPS8	0.222
DEF6	0.467
DHX58	0.07
TRABD	0.079
DHX57	0.157
DEF8	0.15
ZW10	0.404
TMEM201	0.267
PPBP	0.268
SLC6A18	0.048
TMEM204	0.337
TMEM205	0.134
TMEM206	0.088
TMEM207	0.124
SLC6A13	0.073
TMEM209	0.159
SLC6A11	0.169
NUFIP1	0.471
SLC6A17	0.246
SLC6A16	0.057
SLC6A15	0.103
ZSCAN29	0.189
GALT	0.095
HMGCS1	0.33
HMGCS2	0.185
KIAA1324	0.154
RHPN2	0.163
KIAA1328	0.268
DDIT4L	0.194
C16orf35	0.133
SORD	0.425
GALE	0.387
IGSF22	0.145
IGSF21	0.21
GALC	0.06
GALM	0.12
C1RL	0.072
C14orf94	0.322
CYP4F22	0.101
OR5D3P	0.368
NUP54	0.96
TAPBP	0.059
ADRB1	0.495
ADRB2	0.14
ANKRA2	0.345
CRLF3	0.394
RNF38	0.464
RASGRP1	0.309
FCGR3A	0.018
FCGR3B	0.009
OR2AK2	0.194
ALDH1A1	0.35
ALDH1A2	0.368
ALDH1A3	0.219
PRICKLE1	0.737
PRICKLE2	0.164
PRICKLE3	0.156
RPL29	0.97
TRHDE	0.443
CCNJL	0.148
PCYOX1	0.078
RPL24	0.992
RPL27	0.872
C9orf29	0.099
RPL21	0.28
SLC35B3	0.15
RPL23	0.907
RPL22	0.307
GLT25D2	0.104
GLT25D1	0.127
SLC16A11	0.111
ATG7	0.087
SPINK9	0.086
ATG5	0.295
SPINK7	0.112
SPINK6	0.21
SPINK5	0.209
SPINK4	0.09
EYA1	0.819
SPINK2	0.115
SPINK1	0.322
FBXO31	0.089
MPND	0.072
C9orf25	0.31
SMARCB1	0.841
USE1	0.111
CEBPB	0.988
CD27	0.13
C9orf23	0.072
KIAA0323	0.113
KIAA0494	0.275
KRTAP13-2	0.05
ZUFSP	0.123
KIAA0329	0.191
HPD	0.086
WFDC11	0.066
WFDC13	0.014
MAP3K7IP2	0.363
C9orf24	0.133
MZF1	0.294
KIAA1219	0.583
ZNF358	0.158
OAZ2	0.592
OAZ3	0.203
OAZ1	0.218
ABHD9	0.523
FAM26F	0.051
FAM26D	0.046
FAM26E	0.487
ZNF429	0.147
HAVCR1	0.026
HAVCR2	0.062
FXYD6	0.265
FXYD4	0.093
FXYD5	0.057
FXYD2	0.152
MTBP	0.107
FXYD8	0.143
OR13C9	0.237
MAFK	0.151
C20orf117	0.39
DMGDH	0.076
KIAA0141	0.043
C6orf12	0.147
MAFA	0.33
C6orf10	0.066
FAM107B	0.211
IGFN1	0.103
MAFF	0.207
C6orf15	0.061
SMAP1	0.208
SMAP2	0.293
MED11	0.116
RBPJ	0.901
MED12	0.414
C19orf6	0.239
PA2G4	0.962
CRABP2	0.714
ABCB7	0.364
KRAS	1.0
MED15	0.724
MED16	0.098
CYP2A13	0.07
CCR10	0.18
MED17	0.082
HCFC1R1	0.147
WDR55	0.034
RBP1	0.162
RBP2	0.044
RBP3	0.34
RBP4	0.451
RBP5	0.099
RBP7	0.026
LALBA	0.118
MBTPS2	0.203
OR51A2	0.087
OR51A4	0.061
KERA	0.083
OR51A7	0.031
ADAM7	0.26
ABCB8	0.157
ADAM2	0.189
ACYP1	0.255
ACYP2	0.172
ACSL3	0.772
ARPC1A	0.365
ACSL1	0.209
ACSL6	0.05
ADAM8	0.273
ADAM9	0.19
EGFL7	0.116
EGFL6	0.086
C20orf168	0.092
SPO11	0.273
TTC9	0.074
ARPC1B	0.375
SMPX	0.259
C20orf160	0.643
C20orf166	0.063
EEF1D	0.526
CA7	0.284
C20orf165	0.467
IL20RA	0.114
HTR5A	0.141
TRIM39	0.33
IL20RB	0.153
RPL9	0.996
TRIM33	0.805
RPL7	0.961
TRIM31	0.049
RPL5	0.234
TMEM120B	0.18
TRIM36	0.431
TRIM35	0.076
G6PC2	0.11
FEN1	0.976
WDR59	0.177
GPRC5D	0.098
C21orf29	0.107
KREMEN2	0.146
THAP10	0.075
ACSL5	0.126
NEK10	0.094
NEK11	0.076
INTS6	0.257
CYGB	0.146
NEBL	0.481
NR1I2	0.453
WISP2	0.3
WISP3	0.08
FAM12B	0.062
WISP1	0.296
MNT	0.327
CRIP2	0.221
ZNF585A	0.252
ZNF585B	0.171
HINT2	0.087
MORC3	0.476
ERMAP	0.282
IL22RA2	0.042
IL22RA1	0.072
HINT3	0.041
FLYWCH2	0.058
TPP2	0.395
TROAP	0.276
IGLL1	0.064
C14orf39	0.101
RCN3	0.146
RCN2	0.448
RCN1	0.144
MN1	0.236
RHOQ	0.091
ULBP1	0.06
RHOV	0.219
RHOU	0.377
OR52A4	0.036
ANKRD27	0.549
ANKRD26	0.25
RHOH	0.246
ANKRD23	0.114
ANKRD22	0.245
RHOC	0.369
RHOB	0.341
RHOA	0.859
IFIT1L	0.064
RHOG	0.495
SUV420H1	0.118
PBK	0.498
ANKRD28	0.287
INHA	0.293
TMEM66	0.188
TMEM65	0.163
TMEM64	0.112
TMEM62	0.047
TMEM61	0.07
TMEM60	0.221
SLC32A1	0.729
FIS1	0.122
TMEM69	0.05
TMEM68	0.239
ITM2C	0.174
ITM2B	0.194
ITM2A	0.221
ZNF70	0.146
IQCF2	0.141
IQCF1	0.077
UGT8	0.501
NEDD4	0.272
IQCK	0.198
TRIM38	0.083
PYROXD1	0.071
SMC6	0.882
NLGN4X	0.725
OGFOD1	0.047
ZNF629	0.222
OGFOD2	0.11
ZNF624	0.128
ZNF625	0.16
ZNF627	0.171
ZNF620	0.094
ZNF621	0.086
ZNF622	0.066
ZNF623	0.039
PCTK1	0.289
UGT2B15	0.107
PCTK3	0.282
UGT2B17	0.033
UGT2B10	0.053
UGT2B11	0.043
TRIM32	0.192
OR2A5	0.146
RPL4	0.993
APAF1	0.093
STX8	0.108
OLFML3	0.625
GML	0.045
TRIM37	0.27
MANBAL	0.164
OR1M1	0.075
BRWD2	0.144
MLXIP	0.139
ADC	0.352
ADA	0.097
ADO	0.2
TMEM120A	0.145
ZNF77	0.161
PROX1	0.502
PROX2	0.136
ZNF488	0.121
FHDC1	0.308
RASGRF1	0.206
RASGRF2	0.161
USHBP1	0.045
ZNF480	0.146
MEIG1	0.124
ZNF483	0.231
ZNF484	0.089
ZNF485	0.133
IGFALS	0.119
ZNF487	0.023
ZIC3	0.854
PRM1	0.011
PRM3	0.165
PRM2	0.05
DECR2	0.275
BRE	0.13
KIAA0513	0.148
AKR1C3	0.129
PPIL2	0.185
ACVR1	0.996
KALRN	0.627
JUNB	0.957
PDXDC1	0.287
TFF2	0.086
TFF3	0.151
HIST1H2AM	0.321
HIST1H2AL	0.026
HIST1H2AI	0.112
HIST1H2AH	0.979
HIST1H2AK	0.314
HIST1H2AJ	0.981
HIST1H2AE	0.148
PTPN2	0.924
HIST1H2AA	0.933
KREMEN1	0.215
HIST1H2AC	0.954
HIST1H2AB	0.231
THAP11	0.419
STYX	0.295
PRPF19	0.574
PRPF18	0.086
WBSCR16	0.642
HIGD1A	0.199
HIGD1B	0.123
KLF8	0.109
PTPN1	0.46
HSP90AA6P	0.11
TRAF1	0.138
TRAF2	0.369
TRAF3	0.118
TRAF4	0.297
TRAF5	0.071
KLB	0.181
TRAF7	0.134
HOOK2	0.087
HOOK3	0.148
SIGLEC10	0.071
HOOK1	0.365
TMPRSS4	0.222
TMPRSS5	0.086
TMPRSS6	0.095
TMPRSS7	0.067
ESD	0.376
TSC2	0.893
KCNE1L	0.192
SEBOX	0.169
ABCC12	0.079
ABCC13	0.077
ABCC10	0.037
ABCC11	0.214
CPOX	0.483
A1CF	0.165
KANK3	0.233
TGIF2	0.598
RSU1	0.156
DSPP	0.764
NR4A3	0.64
EMG1	0.301
SCD	0.767
CD274	0.03
TBC1D10C	0.283
SLC4A1AP	0.089
TBC1D10A	0.443
DNLZ	0.13
CCDC80	0.611
MOV10	0.204
TRIM16L	0.072
ABP1	0.362
MOCS3	0.168
MOCS2	0.06
MOCS1	0.046
CDRT15	0.07
KIAA1602	0.156
PMAIP1	0.82
SLC25A1	0.321
COMMD8	0.107
COMMD9	0.088
ATXN7L3	0.661
COMMD2	0.148
COMMD3	0.301
COMMD1	0.095
COMMD6	0.36
RUVBL2	0.606
COMMD4	0.096
COMMD5	0.067
METTL10	0.064
ZMYM2	0.726
NPR1	0.209
NPR2	0.161
NPR3	0.644
ZMYM6	0.13
ZMYM4	0.675
ZMYM5	0.06
CAMK2D	0.095
CAMK2G	0.481
CAMK2A	0.609
CAMK2B	0.247
SCT	0.064
TMEM184A	0.097
DEPDC1B	0.728
LTBP4	0.172
SHFM1	0.384
KAZALD1	0.1
RNASE11	0.028
RNASE10	0.08
RNASE13	0.036
RNASE12	0.125
C13orf23	0.089
C6orf150	0.05
ZSCAN18	0.337
C6orf153	0.035
C6orf154	0.52
C21orf84	0.094
CYP2W1	0.044
ZSCAN12	0.572
OR5A2	0.086
ZSCAN16	0.095
ENOX1	0.395
CD1D	0.059
CD1E	0.136
CD1B	0.052
CD1C	0.042
CD1A	0.067
NRSN1	0.076
NUAK2	0.094
C9orf50	0.086
C9orf57	0.057
C9orf56	0.212
POLR1A	0.198
POLR1B	0.34
POLR1C	0.526
POLR1D	0.168
POLR1E	0.63
KIAA0841	0.107
COL3A1	0.997
PEX26	0.043
MC4R	0.207
HIP1R	0.228
WDR41	0.393
DUS1L	0.144
WDR43	0.356
WDR44	0.871
WDR45	0.233
WDR46	0.109
WDR47	0.566
WDR48	0.423
WDR49	0.081
IL8RA	0.058
CTNS	0.075
GTF2B	0.923
GRM8	0.459
JAK1	0.953
GRM4	0.217
GRM5	0.277
GRM6	0.243
GRM7	0.577
FAM38A	0.247
GRM1	0.283
GRM2	0.811
GRM3	0.412
HOXB8	0.671
HOXB9	0.933
C13orf26	0.043
ZNF507	0.398
NMRAL1	0.121
HOXB2	0.326
HOXB3	0.392
HOXB1	0.754
HOXB6	0.405
CHUK	0.833
HOXB4	0.318
HOXB5	0.975
PPARG	0.364
PPARD	0.658
ADAM33	0.096
OR52A5	0.043
C9orf64	0.106
CSGALNACT2	0.309
SPAM1	0.076
CSGALNACT1	0.391
C5orf13	0.271
WFDC9	0.027
RIMBP2	0.104
C5orf15	0.223
RHOJ	0.433
ST7OT4	0.09
SPDEF	0.149
MAGOHB	0.173
MPP3	0.871
CD14	0.074
ANKRD24	0.078
GADD45A	0.622
EFCAB4B	0.091
C14orf37	0.112
EFCAB4A	0.185
MPP1	0.9
GOLGA6B	0.061
MORC2	0.338
LPAR4	0.644
PLXND1	0.131
ASH2L	0.118
PRKDC	0.687
MKRN1	0.609
ACO1	0.207
DYRK3	0.158
MKRN2	0.134
FTHL17	0.047
DYRK4	0.056
FAM38B	0.345
LHFPL4	0.366
LHFPL5	0.123
RECQL5	0.128
EML5	0.25
RGMB	0.129
PTGES	0.105
LHFPL2	0.359
LHFPL3	0.318
UTF1	0.532
TLL1	0.489
TLL2	0.203
WFDC2	0.381
MORC4	0.13
FUNDC2	0.03
WFDC5	0.071
PTX3	0.413
NR2F1	0.749
FAM110C	0.088
RHOF	0.128
GSTT2B	0.128
OR52R1	0.117
POLR2K	0.114
DDB2	0.141
ELL2	0.387
DDB1	0.327
KIF21A	0.176
RIMS1	0.514
RIMS2	0.794
RIMS3	0.311
TMEM67	0.051
GRID1	0.331
GRID2	0.282
PAFAH2	0.108
MCM3	0.965
MCAM	0.252
C9orf68	0.066
MCAT	0.209
ST7L	0.257
HCRT	0.125
HDX	0.351
CYP2C9	0.078
CYP2C8	0.041
ZYG11A	0.111
KLRG1	0.01
APOBEC3H	0.036
IL21R	0.075
EMX2	0.921
EMX1	0.305
C10orf65	0.077
C10orf67	0.097
OR10P1	0.188
HSPE1	0.595
C10orf62	0.223
C10orf68	0.097
PRKD2	0.081
PRKD3	0.158
CTTN	0.217
KLK2	0.068
SLC7A7	0.314
NARG2	0.645
NARG1	0.986
C14orf38	0.049
PLCG2	0.752
FAM109A	0.132
BSND	0.066
SLC16A6	0.204
PUS7L	0.194
GIPR	0.327
HIST2H4B	0.225
OR8A1	0.071
HIST2H4A	0.1
PRODH	0.596
LPIN2	0.275
LPIN3	0.121
SLC7A4	0.403
LPIN1	0.09
C1orf66	0.119
PTPN20A	0.466
RS1	0.197
KLF7	0.648
SNTG1	0.183
CERKL	0.265
KLF4	0.827
KLF3	0.19
KLF2	0.083
KLF1	0.767
GYG2	0.435
EFR3A	0.069
KLF9	0.994
N4BP2	0.305
HEATR6	0.268
TEAD3	0.529
EXTL3	0.301
HEATR2	0.13
HEATR3	0.085
HEATR1	0.082
BZRAP1	0.193
C6orf1	0.108
APH1B	0.358
REST	0.146
TPH1	0.334
TPH2	0.245
ASCC2	0.126
KLHDC7B	0.072
KLHDC7A	0.239
DEDD	0.396
POU1F1	0.207
PHF21A	0.386
KLRK1	0.089
VPS25	0.484
NUP35	0.841
NUP37	0.94
MAP3K10	0.263
MAP3K11	0.189
MAP3K12	0.324
MAP3K13	0.234
MAP3K14	0.173
MIDN	0.272
ZNF543	0.088
ZNF542	0.07
SLC1A4	0.109
CYP11B2	0.374
CYP11B1	0.259
SLC1A7	0.138
ZNF549	0.119
FUCA1	0.076
FUCA2	0.147
SLC1A3	0.24
SYCP2L	0.097
ATP13A2	0.144
FAM60A	0.766
IKBKB	0.401
OSBPL1A	0.183
SOST	0.42
IKBKG	0.372
FCGR1A	0.087
IKBKE	0.433
SPIN3	0.162
MICA	0.081
GNL3	0.94
GNL2	0.875
GNL1	0.516
RARB	0.534
RARG	0.475
DHRS9	0.146
DHRS7	0.113
DHRS2	0.281
DHRS3	0.199
LMF1	0.093
NAALAD2	0.146
RARS	0.436
MIPEP	0.119
RABIF	0.127
DYRK1A	0.658
ZNF44	0.385
SLC7A1	0.144
MAS1L	0.087
CCNL1	0.391
JAKMIP2	0.602
JAKMIP1	0.541
H2AFB1	0.091
DHRSX	0.162
KRTAP20-3	0.059
TPO	0.17
MAGEA4	0.074
GNLY	0.278
PCYT2	0.3
TRAT1	0.286
SMARCAL1	0.058
IMPA1	0.423
IMPA2	0.435
BAZ1B	0.403
CCRN4L	0.205
LEAP2	0.076
PHGDH	0.216
SNAI2	0.296
SNAI3	0.084
HRG	0.075
SNAI1	0.119
PCDH21	0.437
HRC	0.086
OSBPL10	0.369
OSBPL11	0.283
LELP1	0.138
RPL36A	0.259
SLC2A9	0.027
SLC2A8	0.111
SLC2A7	0.075
PTGES2	0.119
SLC2A5	0.129
SLC2A4	0.283
SLC2A3	0.286
SLC2A2	0.463
SLC2A1	0.363
ECHS1	0.087
SLC25A5	0.306
DIXDC1	0.252
PLAGL2	0.796
HKR1	0.062
PLAGL1	0.135
SLC17A7	0.182
FAM24A	0.044
FAM24B	0.031
DET1	0.174
OR6F1	0.078
SYTL5	0.191
TBC1D3C	0.067
SYF2	0.187
METRNL	0.145
LRG1	0.083
PIP5K1C	0.098
TIAM1	0.419
MCM8	0.257
IGFL3	0.074
VANGL1	0.124
VANGL2	0.593
MTDH	0.379
AMELX	0.129
C1orf116	0.041
SLC1A6	0.211
MADD	0.343
CBWD1	0.124
EXO1	0.377
SHKBP1	0.22
CEACAM1	0.082
EN1	0.554
EN2	0.165
LRRTM1	0.503
CEACAM4	0.047
LRRTM3	0.736
LRRTM2	0.739
CEACAM8	0.046
SLC46A2	0.11
SLC46A3	0.134
SLC46A1	0.137
OR51G2	0.094
OR51G1	0.045
ENG	0.133
ZNF274	0.068
GTF2IRD1	0.309
PDIK1L	0.638
CHAC2	0.081
MAPK4	0.136
AGMAT	0.086
F12	0.238
ZNF628	0.076
F10	0.118
F11	0.041
MYO5A	0.49
EPAS1	0.212
HDGFL1	0.106
IQUB	0.062
TBC1D30	0.232
CACNB3	0.287
C20orf142	0.129
CDC37L1	0.102
C20orf144	0.215
CACNB2	0.147
C20orf149	0.068
SLC1A1	0.293
TOR2A	0.1
CDKAL1	0.195
SERPINA12	0.03
SERPINA13	0.046
SERPINA10	0.097
SERPINA11	0.055
TMEM126A	0.038
TMEM126B	0.058
NODAL	0.554
CYP4B1	0.06
PYCARD	0.391
GPR75	0.227
RCOR2	0.125
TIGD3	0.118
FAM81B	0.059
TIGD5	0.103
TIGD4	0.149
TIGD7	0.086
TIGD6	0.089
SEPT12	0.183
FLT4	0.17
ERVWE1	0.099
GPR78	0.089
SLC24A5	0.14
FLT1	0.226
ZFPM1	0.177
PODN	0.178
TTBK1	0.238
SLC31A1	0.103
H1FX	0.063
VKORC1	0.147
OXSM	0.039
PCTK2	0.175
TSHB	0.563
PVALB	0.377
SLC24A2	0.216
SOX21	0.647
IGFL2	0.173
COL25A1	0.132
ZNF19	0.282
RCL1	0.473
MRPS18A	0.057
MRPS18B	0.085
MRPS18C	0.054
ELMOD1	0.086
PLOD3	0.165
ELMOD2	0.285
S100PBP	0.111
SLC24A3	0.153
PDC	0.145
C10orf79	0.105
CPXM2	0.229
SKIV2L2	0.524
KNG1	0.295
HNRNPH2	0.852
ITGA11	0.14
COBL	0.3
TAF9B	0.631
DZIP1	0.209
AMOTL1	0.264
AMOTL2	0.068
LCN1	0.026
LCN2	0.241
SF3B5	0.136
SF3B4	0.191
PNPT1	0.209
ALKBH7	0.062
SF3B1	0.995
LCN8	0.033
SF3B3	0.62
SF3B2	0.123
CYP17A1	0.033
ALOX15	0.079
C17orf44	0.098
ALOX12	0.217
SLC24A1	0.489
TSHR	0.177
RAPGEF3	0.091
SEMA6D	0.204
E2F8	0.338
OR14I1	0.08
SEMA6C	0.136
SEMA6A	0.463
CNIH3	0.208
KCNK7	0.045
NSMCE4A	0.403
CNIH4	0.67
INPPL1	0.1
DDHD1	0.321
ADCK4	0.113
DDHD2	0.091
ADCK2	0.115
ADCK1	0.125
DNAJC16	0.101
SCN2B	0.178
SCN2A	0.566
DNAJC15	0.053
DNAJC12	0.143
DNAJC13	0.34
DNAJC10	0.437
DNAJC11	0.143
EPRS	0.785
JARID1C	0.197
FEM1B	0.23
FEM1C	0.578
DNAJC18	0.18
DNAJC19	0.213
EDF1	0.59
DHX8	0.318
MLN	0.02
MLL	0.559
MS4A6A	0.064
MS4A6E	0.006
LMAN2	0.111
SCML2	0.109
MAML2	0.262
MLX	0.043
SCML1	0.028
NAT8L	0.178
SCML4	0.372
NRK	0.258
CTRB2	0.028
FBXL15	0.166
KIAA1033	0.167
NRM	0.119
NRL	0.823
PFKFB1	0.375
PFKFB3	0.167
PFKFB2	0.213
PFKFB4	0.097
ITPA	0.046
SH3BGR	0.053
OR4X1	0.05
OR4X2	0.164
SCIN	0.391
ADD3	0.613
ADD2	0.492
ACTG2	0.871
PPP4R1	0.176
PPP4R2	0.238
PKD2L2	0.295
PKD2L1	0.445
HIST1H1E	0.457
OR10A4	0.284
RAB40AL	0.095
RPIA	0.543
OR8B8	0.078
TMED10	0.569
LTBR	0.28
MAP3K8	0.212
ADM	0.502
C2orf29	0.407
MAP3K2	0.561
MAP3K3	0.787
SLCO6A1	0.016
MAP3K1	0.193
MAP3K6	0.12
SPOPL	0.279
MAP3K4	0.688
HIST1H1A	0.153
TPSG1	0.191
MARVELD1	0.159
FMOD	0.265
MARVELD2	0.361
NUP214	0.288
CCBP2	0.058
NUP210	0.137
