Chrom	Start	End	Strand	Func_num	Threep_usage	Fivep_usage
chr5	138253431	138253587	+	0	1.0	1.0
chr4	83867411	83867627	-	0	0.969863013699	0.972222222222
chr17	27446353	27446453	-	0	0.962264150943	0.967213114754
chr5	34914800	34915066	-	0	1.0	1.0
chr16	454956	455024	+	0	1.0	1.0
chrX	48888912	48889059	-	0	1.0	1.0
chr16	30094067	30094284	+	0	0.952261306533	0.0036019810896
chr12	105443686	105443836	-	0	1.0	1.0
chr1	228295678	228295838	-	1	0.0681818181818	0.0925925925926
chr1	162773221	162773325	+	0	1.0	1.0
chr7	103341357	103341453	-	0	1.0	1.0
chr19	18963796	18963913	+	0	1.0	0.22619047619
chr1	109301132	109301210	+	0	1.0	1.0
chr19	15769537	15769619	+	0	1.0	1.0
chr3	42605257	42605372	-	0	0.0178571428571	0.264705882353
chr15	41859558	41859735	+	0	0.971631205674	0.936507936508
chr2	128773963	128774121	-	0	0.982608695652	1.0
chr15	44060687	44060795	+	0	1.0	1.0
chr6	133137600	133137702	+	0	0.999728072778	0.998877608285
chr16	67866131	67866257	-	0	0.0687203791469	0.995327102804
chr12	57910218	57910347	+	0	0.995073891626	1.0
chr2	174103101	174103163	+	0	1.0	1.0
chr22	29674120	29674205	+	0	0.989473684211	0.999462076385
chr11	17140192	17140286	-	0	1.0	1.0
chr3	52724608	52725087	+	0	1.0	1.0
chr6	31927787	31927896	+	0	1.0	1.0
chr3	142751626	142751788	+	0	1.0	1.0
chr1	235602084	235602237	+	0	0.993421052632	0.992
chr13	53030658	53030742	+	0	1.0	1.0
chr6	56989532	56989657	+	0	0.921052631579	0.911764705882
chr12	57466571	57466695	-	0	1.0	1.0
chr7	124537219	124537266	-	0	1.0	1.0
chr1	67517695	67517762	-	0	1.0	1.0
chr1	45808407	45808674	+	0	0.315789473684	1.0
chr2	201281102	201281151	+	1	1.0	1.0
chr21	46687505	46687628	-	0	1.0	1.0
chr18	55912659	55912740	+	0	0.108527131783	0.0661252900232
chr10	89067714	89067817	-	0	0.380952380952	0.365853658537
chr5	176862033	176862122	+	0	1.0	1.0
chr11	3800214	3800279	-	0	1.0	0.00258397932817
chrX	123217271	123217399	+	0	1.0	1.0
chr21	27327941	27328069	-	0	1.0	1.0
chrX	118797445	118797640	-	0	1.0	1.0
chr3	9487341	9487424	+	0	1.0	1.0
chr21	37653781	37653909	+	0	1.0	1.0
chr17	49067038	49067188	-	0	0.0334928229665	1.0
chr19	19748968	19749138	-	0	1.0	1.0
chrY	2829115	2829687	+	0	1.0	1.0
chr17	531328	531471	-	0	1.0	1.0
chrX	153225686	153225865	-	0	1.0	1.0
chr17	65144685	65144830	-	0	1.0	1.0
chr19	330264	330380	-	0	0.00649350649351	0.0192307692308
chr1	6535522	6535582	-	0	1.0	1.0
chr18	28662892	28663026	-	0	1.0	1.0
chr10	3212296	3212398	-	0	1.0	1.0
chr2	63798509	63798760	-	0	0.285714285714	0.166666666667
chr16	84099295	84099372	-	0	1.0	1.0
chr8	48752577	48752750	-	0	1.0	1.0
chr5	56161167	56161283	+	0	1.0	1.0
chr3	38181355	38181489	+	0	0.891666666667	0.91875
chr7	102038067	102038145	+	0	0.942528735632	0.936708860759
chr2	55201831	55201900	-	0	0.99375975039	0.99619047619
chr2	197634639	197634763	-	0	1.0	1.0
chr12	30823896	30824030	-	0	1.0	1.0
chr18	3089172	3089239	-	0	1.0	1.0
chr1	151199796	151199876	+	0	1.0	1.0
chr2	61719170	61719333	-	0	1.0	1.0
chr4	71698835	71698990	-	0	1.0	1.0
chr6	82909858	82909970	-	0	1.0	1.0
chr5	176765489	176765606	-	0	1.0	1.0
chr2	232209687	232209802	+	0	0.791666666667	0.642857142857
chr22	38347467	38347529	-	0	1.0	1.0
chr13	79940190	79940330	-	0	1.0	1.0
chr9	138394982	138395124	+	0	0.00522193211488	0.00522193211488
chr17	41267743	41267796	-	0	1.0	1.0
chrX	153134296	153134407	-	0	1.0	1.0
chr9	123737057	123737209	-	0	0.998475609756	0.998830409357
chr15	45968299	45968508	+	0	0.921875	0.970588235294
chr16	47163135	47163275	-	0	1.0	1.0
chrX	47444942	47445066	+	0	0.996894409938	0.996323529412
chr17	30666832	30666943	-	0	0.0121951219512	0.983606557377
chr4	103585842	103590206	-	0	1.0	1.0
chr11	64564576	64564664	-	0	0.982142857143	1.0
chr4	79295265	79295405	+	0	1.0	1.0
chr4	128878656	128878747	-	0	0.972602739726	1.0
chr1	182827239	182827375	+	0	1.0	1.0
chr9	35607925	35608008	+	0	1.0	1.0
chr22	50754454	50754516	-	0	1.0	1.0
chr14	71434915	71434960	+	0	1.0	1.0
chr10	72513556	72513763	+	0	1.0	1.0
chr16	1637934	1638025	-	0	1.0	1.0
chr16	11145370	11145498	+	0	1.0	1.0
chr22	46711929	46712309	+	0	1.0	1.0
chr7	36320724	36320834	+	0	1.0	1.0
chr17	80130514	80130736	-	0	1.0	1.0
chr1	46871916	46872040	+	0	0.928571428571	0.954545454545
chrX	84501936	84502189	+	0	0.2	0.111111111111
chr16	89805546	89805674	-	0	1.0	0.0408163265306
chr16	74972048	74972164	-	1	0.989501312336	0.991061452514
chr12	6857936	6858148	-	0	1.0	1.0
chr6	149922730	149922888	-	0	1.0	1.0
chr7	73601941	73602128	+	0	1.0	1.0
chr2	219525662	219526030	+	0	0.978723404255	0.992063492063
chr9	33301261	33301419	+	0	1.0	1.0
chr2	178310274	178310354	+	0	0.997347480106	0.996078431373
chr12	56486770	56486860	+	0	1.0	1.0
chr17	59115250	59115415	+	0	1.0	0.983606557377
chr19	49699697	49700131	+	0	1.0	1.0
chr6	31938120	31938255	-	0	0.971098265896	1.0
chr21	34133370	34133473	-	0	0.97619047619	0.991304347826
chr2	220094950	220095072	+	0	0.895161290323	0.162790697674
chr4	159631780	159631822	-	0	1.0	1.0
chr15	42107457	42107997	+	0	0.961538461538	1.0
chr22	33260902	33260991	-	0	1.0	1.0
chr9	26861064	26861137	-	0	1.0	1.0
chr19	890963	891149	-	0	1.0	1.0
chr17	79662969	79663029	+	0	1.0	0.994623655914
chr10	81036938	81037082	+	0	1.0	1.0
chr9	101983261	101983419	-	0	0.230392156863	0.226600985222
chr4	57785953	57786036	+	0	1.0	1.0
chr3	9695305	9695453	+	0	0.923076923077	0.978873239437
chr9	35801640	35801760	+	0	1.0	1.0
chr8	103301681	103301804	-	0	1.0	1.0
chr7	39810604	39810690	+	0	1.0	1.0
chr20	47648586	47648703	+	0	0.978723404255	0.983122362869
chr7	150739048	150739195	+	0	1.0	1.0
chr15	79220055	79220123	-	0	1.0	1.0
chr2	55461255	55461340	+	0	1.0	0.999265665796
chr3	184019325	184019446	+	0	1.0	1.0
chr10	94407969	94408191	+	0	1.0	1.0
chr14	74557941	74558009	+	0	0.117647058824	1.0
chr20	13514669	13514788	-	0	1.0	1.0
chr22	50665162	50665271	-	0	0.982142857143	0.995305164319
chr10	1046617	1046808	+	0	1.0	1.0
chr1	213414045	213415640	+	0	1.0	1.0
chr14	45598997	45599104	-	0	1.0	1.0
chr16	47533667	47533805	+	0	1.0	1.0
chr2	100019107	100019263	-	0	1.0	1.0
chr4	146071665	146071851	-	0	1.0	1.0
chr2	238925175	238925275	+	0	0.00574712643678	0.875647668394
chr12	110293424	110293574	-	0	1.0	1.0
chr8	18729136	18730243	-	0	1.0	1.0
chr7	47481601	47481653	-	0	1.0	1.0
chr4	110370573	110370665	+	0	0.047619047619	0.157894736842
chr17	18004807	18004904	+	0	0.958041958042	0.993788819876
chr1	154962635	154962733	+	0	0.993103448276	0.990291262136
chr7	32914604	32914769	-	0	1.0	1.0
chr10	74990180	74990283	+	0	0.961038961039	0.966292134831
chr9	96019230	96019421	+	0	0.5	0.875
chr10	88835725	88835780	-	0	0.989485981308	0.99489506523
chrX	70787843	70787966	+	0	1.0	1.0
chr15	56161777	56161879	-	0	1.0	1.0
chr17	7217610	7217722	-	0	1.0	1.0
chr14	90416441	90416482	-	0	0.0555555555556	1.0
chrX	129144484	129144639	+	0	0.5	0.5
chr1	150305155	150305238	+	0	1.0	1.0
chr3	122835078	122835145	+	0	1.0	1.0
chr1	244582062	244582216	-	0	1.0	1.0
chr1	33944780	33945306	+	0	1.0	1.0
chr16	81697874	81697954	+	0	0.992753623188	0.991452991453
chr19	16003339	16003392	-	0	1.0	1.0
chr5	138755742	138755914	-	0	1.0	1.0
chr6	43416619	43416764	+	0	1.0	1.0
chr1	161009992	161010120	-	0	1.0	1.0
chr1	204399049	204399166	-	0	0.833333333333	0.888888888889
chr16	69481053	69481181	+	0	1.0	1.0
chr20	32264911	32265136	-	0	1.0	1.0
chr7	129683468	129683720	-	0	0.030303030303	0.030303030303
chr6	30880887	30880934	+	0	0.996240601504	0.994897959184
chrX	53441707	53441819	-	0	0.95652173913	0.969696969697
chr2	109432397	109432561	+	0	1.0	1.0
chr1	54273329	54273464	-	0	0.995633187773	0.995454545455
chr2	17902409	17902528	-	0	1.0	1.0
chr13	103326633	103326840	+	0	1.0	1.0
chr2	27609061	27609146	-	0	1.0	1.0
chr15	90340806	90340953	-	0	0.995708154506	0.994642857143
chr17	38189598	38190024	-	0	0.176870748299	1.0
chr14	56045324	56045455	-	0	1.0	1.0
chr3	15631047	15631119	-	0	0.957142857143	0.958333333333
chr17	73826443	73826563	-	0	1.0	1.0
chr7	99197831	99197908	+	0	1.0	1.0
chr3	160101225	160101292	-	0	0.125	0.621621621622
chr17	1731155	1731300	-	0	1.0	1.0
chr8	73937057	73937206	+	0	0.983050847458	0.980769230769
chr20	61440937	61441015	+	0	0.998031496063	0.998685939553
chr9	131300265	131300369	+	0	0.987341772152	0.989010989011
chr21	38334336	38334470	-	0	1.0	1.0
chr19	48735710	48735750	-	0	1.0	1.0
chr20	44037441	44037676	+	0	1.0	0.0207792207792
chr1	110302300	110302458	-	2	0.962328767123	1.0
chr3	51504945	51505021	-	0	1.0	1.0
chr2	241895787	241895877	-	0	0.5	0.666666666667
chr19	11491732	11491989	-	0	0.185185185185	0.966666666667
chr17	49059885	49060033	-	0	0.988764044944	0.986425339367
chr19	42407859	42407936	+	0	0.954545454545	1.0
chr7	128521991	128522070	-	0	0.25	0.7
chr17	27062258	27062389	+	0	0.9375	0.966666666667
chr20	45012055	45012133	-	0	1.0	1.0
chr7	103205725	103205998	-	0	1.0	1.0
chr19	14070796	14070881	+	0	1.0	1.0
chr22	21088683	21088841	-	0	1.0	1.0
chr6	112418244	112418404	+	0	0.965517241379	0.977272727273
chr7	87060720	87060881	-	0	1.0	1.0
chr3	194169186	194169365	-	0	1.0	1.0
chr2	61172144	61172243	-	0	1.0	1.0
chr16	88925027	88925199	+	0	0.973166368515	0.858455882353
chr19	55748011	55748189	-	0	1.0	1.0
chr14	50249260	50249312	+	0	1.0	1.0
chr8	144921344	144921367	-	0	1.0	1.0
chr3	127393234	127393296	+	0	0.941176470588	0.833333333333
chr3	46571395	46571540	-	0	1.0	1.0
chr5	145638012	145638156	+	0	0.989473684211	0.962962962963
chr12	120195175	120195349	-	0	1.0	1.0
chr2	144710340	144710410	-	0	0.894736842105	0.875
chr3	44399233	44399368	+	0	1.0	1.0
chr14	103363598	103363738	+	0	1.0	1.0
chr14	92478099	92478139	-	0	0.941176470588	0.833333333333
chr9	35802729	35802800	+	0	1.0	1.0
chr14	55251255	55251338	+	0	1.0	1.0
chr9	99126746	99126832	-	0	0.998266897747	0.998522895126
chr8	18430038	18430182	-	0	1.0	1.0
chr12	133218233	133218437	-	0	1.0	1.0
chr17	40990110	40990222	+	0	0.991341991342	0.987012987013
chr6	2838783	2838920	-	0	0.994699646643	0.993435448578
chr3	47047228	47047337	+	0	1.0	1.0
chr19	10197927	10197976	+	0	1.0	1.0
chr6	33257552	33257697	+	0	0.015873015873	1.0
chr5	64863340	64863442	+	0	0.954545454545	0.96
chr11	66515850	66515988	+	0	0.666666666667	0.785714285714
chr2	190436441	190436567	-	0	0.994535519126	0.994680851064
chr15	49301413	49301575	-	0	1.0	1.0
chr14	72171438	72171500	+	0	0.0178571428571	0.0350877192982
chr1	97278585	97278662	+	0	1.0	1.0
chrX	54841681	54842123	+	0	1.0	1.0
chr16	10481001	10481147	+	0	0.837662337662	0.910714285714
chr1	202935656	202935728	-	0	0.993827160494	0.978723404255
chr1	24134625	24134813	-	0	0.996402877698	1.0
chr2	217526581	217526721	+	0	1.0	1.0
chr19	52901620	52901872	+	0	1.0	1.0
chr19	36500161	36500455	-	0	1.0	1.0
chr11	121174075	121174294	+	0	1.0	1.0
chrX	128723822	128723933	+	0	1.0	1.0
chr17	74468768	74468921	-	0	1.0	1.0
chr12	6940989	6941078	+	0	1.0	1.0
chr1	101538216	101538386	+	0	0.416666666667	0.222222222222
chr19	1041830	1041971	+	0	1.0	1.0
chr2	179981395	179981517	-	2	1.0	0.986595174263
chr19	10600324	10600529	-	0	0.944444444444	0.956989247312
chr11	89939370	89939440	-	0	1.0	1.0
chr18	44660867	44661075	-	0	1.0	1.0
chr18	29496235	29496409	-	0	0.934959349593	0.843137254902
chr17	80040403	80040554	-	1	0.994594594595	0.994505494505
chr4	89660181	89660276	-	0	1.0	1.0
chr5	77563344	77563419	-	0	1.0	1.0
chr19	2344551	2344650	+	0	1.0	1.0
chr7	100880028	100880167	-	0	0.0677966101695	0.0677966101695
chr12	109629652	109629755	+	0	1.0	1.0
chr17	8192274	8192390	+	0	1.0	1.0
chr22	25016880	25017037	+	0	0.996845425868	0.998080614203
chr8	102214561	102214680	-	0	0.0137931034483	0.117283950617
chr12	100930290	100930388	+	0	0.884210526316	0.972972972973
chr7	158677255	158677310	+	0	1.0	1.0
chr2	238006306	238006445	+	0	0.998552821997	0.833333333333
chr19	17425147	17425198	+	0	1.0	1.0
chrX	70775804	70775944	+	0	0.999605211212	0.999021526419
chr15	44048847	44048964	+	0	1.0	1.0
chr2	96948939	96949090	-	0	1.0	1.0
chr2	54150186	54150255	-	0	1.0	1.0
chr18	13759941	13760207	+	0	0.674418604651	0.0666666666667
chr15	74742277	74742410	-	0	1.0	1.0
chr1	93586106	93586229	+	0	0.980392156863	0.962121212121
chr3	179096373	179096602	+	0	0.978723404255	0.996168582375
chr6	170166734	170166763	+	0	0.911111111111	0.84
chr1	203036823	203036920	+	0	1.0	1.0
chr20	37128090	37128276	+	0	0.990740740741	0.991666666667
chr12	110783054	110783187	+	0	1.0	1.0
chr8	126021414	126021585	+	0	1.0	1.0
chr17	61759126	61759259	+	0	1.0	1.0
chr6	90394595	90394704	-	0	1.0	1.0
chr20	34262434	34262539	-	0	0.994382022472	0.99609375
chr22	37891767	37892010	-	0	1.0	1.0
chr12	64821831	64821900	+	0	1.0	1.0
chr6	53139888	53140059	-	0	1.0	1.0
chr3	142183939	142184082	-	0	1.0	1.0
chr20	25303961	25304066	-	0	0.980769230769	0.989304812834
chr17	77073512	77073579	+	0	1.0	1.0
chr2	220146440	220146493	+	0	1.0	1.0
chr2	25505310	25505580	-	0	1.0	1.0
chrX	107407830	107407928	-	0	1.0	1.0
chr15	44858415	44858503	-	0	1.0	1.0
chr7	135291995	135292119	+	0	1.0	1.0
chr10	114192998	114193039	-	0	1.0	1.0
chr16	1547037	1547105	+	0	1.0	1.0
chr16	89753997	89754223	+	0	0.142857142857	0.25
chr11	118502876	118503013	+	0	1.0	1.0
chr6	131197814	131197915	-	3	0.0722891566265	0.0941176470588
chr2	283111	283175	-	0	1.0	1.0
chr7	73932469	73932652	+	0	1.0	1.0
chr3	48715987	48716169	-	0	1.0	0.0133333333333
chr3	52799903	52800010	-	0	1.0	1.0
chr3	48448230	48448305	-	0	1.0	1.0
chr3	49758453	49758538	+	0	1.0	1.0
chr14	56104497	56104565	+	1	1.0	1.0
chr12	105589363	105589405	-	0	1.0	1.0
chr10	19640935	19641226	+	0	1.0	1.0
chr21	45744739	45744800	+	0	1.0	1.0
chr7	120911338	120911484	+	0	1.0	1.0
chr2	46587777	46587895	+	0	0.997835497835	0.999018645731
chr4	38091553	38091738	+	0	1.0	1.0
chr12	49848008	49848168	+	0	0.0135135135135	0.0135135135135
chr19	48636239	48636354	-	0	1.0	1.0
chr22	22330277	22330559	-	0	0.521739130435	0.0204081632653
chr17	30527975	30528075	+	0	1.0	1.0
chr5	132220768	132220811	-	0	1.0	1.0
chr11	408073	408206	-	0	1.0	1.0
chr2	241515952	241516182	+	0	0.981481481481	1.0
chr1	100843102	100843177	+	0	1.0	1.0
chr7	76028037	76028114	-	0	1.0	1.0
chr5	76355441	76355568	+	0	1.0	1.0
chr4	85750157	85750343	-	0	1.0	1.0
chr11	129722370	129722555	+	0	1.0	1.0
chr5	112874771	112874878	+	0	1.0	1.0
chr3	169840379	169840532	-	0	1.0	1.0
chr2	172216932	172217023	-	0	0.947368421053	0.904761904762
chr8	87347932	87347990	-	0	1.0	1.0
chr1	76256131	76256202	+	0	0.295238095238	0.322654462243
chr4	100126082	100126220	-	0	1.0	1.0
chr1	43907939	43908039	+	0	1.0	1.0
chr11	73075497	73075645	+	0	0.984615384615	0.96875
chr18	2595415	2595620	+	0	1.0	1.0
chr17	47903362	47903508	+	0	1.0	1.0
chr3	113724355	113724809	-	0	1.0	1.0
chr6	31590467	31590678	+	0	0.404761904762	1.0
chr20	17930935	17931040	-	0	0.99914052428	0.999233128834
chr22	19338881	19338969	-	1	0.943005181347	0.922535211268
chr19	46025598	46025839	+	0	0.941176470588	0.959183673469
chr12	56743373	56743420	-	0	1.0	1.0
chr2	109102287	109102364	+	0	1.0	1.0
chr11	118247289	118247409	+	0	1.0	1.0
chrX	46893023	46893190	+	0	1.0	1.0
chr3	49524687	49524848	+	0	0.114754098361	0.289473684211
chr17	3784921	3784942	-	0	0.25	0.625
chrX	54037555	54037717	-	0	1.0	1.0
chr9	100675683	100675840	-	0	1.0	1.0
chr14	24614919	24614981	-	2	0.859788359788	0.998192335503
chr9	136328605	136328677	+	0	0.992248062016	0.989010989011
chr3	47098311	47098980	-	0	1.0	1.0
chr12	50199763	50199824	-	0	1.0	1.0
chr6	119501477	119501592	-	0	1.0	1.0
chr4	123130314	123130492	+	0	1.0	1.0
chr3	44881847	44881948	+	0	1.0	1.0
chr3	128525215	128525318	+	0	0.924850555081	0.00905432595573
chr20	25201868	25201969	+	3	0.613924050633	0.725225225225
chr11	16812558	16812746	-	0	0.112903225806	1.0
chr3	130653466	130653555	+	0	1.0	1.0
chr20	48257015	48257202	-	0	1.0	1.0
chr16	29821398	29821548	+	0	1.0	1.0
chrX	71708783	71708891	-	0	1.0	1.0
chr1	1248415	1248972	-	0	1.0	1.0
chr15	72789132	72789199	+	0	0.0172413793103	0.0172413793103
chr2	201682697	201682806	+	0	1.0	1.0
chr3	25777495	25777640	-	0	1.0	1.0
chr9	5811111	5811323	-	0	1.0	1.0
chr1	226175597	226176089	-	0	1.0	1.0
chr2	218298480	218298839	-	0	1.0	0.5
chr15	64373301	64373350	-	0	0.667441860465	0.683628318584
chr4	23886375	23886554	-	0	1.0	1.0
chr1	178802559	178802685	+	0	0.766666666667	0.847826086957
chr19	55606659	55606726	-	0	1.0	1.0
chrX	77372809	77372912	+	0	1.0	1.0
chr18	29470698	29470829	-	0	1.0	1.0
chr13	41650180	41650373	+	0	1.0	1.0
chr12	51447561	51447643	+	0	0.597523219814	0.654970760234
chr13	42404665	42404778	-	0	1.0	1.0
chr2	234112772	234113363	+	0	0.990654205607	0.95
chr16	71801780	71801788	-	1	0.0725806451613	0.0573770491803
chr2	201749985	201750066	-	0	0.00877192982456	0.2875
chr17	41345365	41345655	+	0	1.0	1.0
chr20	4866467	4866555	-	0	0.757719714964	0.69552238806
chr17	60522198	60522304	+	0	0.994285714286	0.993333333333
chr19	48981695	48981849	+	0	1.0	1.0
chr4	185569657	185569785	-	0	0.166666666667	0.1
chr7	2579420	2580686	-	0	1.0	1.0
chr9	139360414	139360588	-	0	1.0	1.0
chr14	102378738	102378810	+	0	0.992125984252	0.988235294118
chr12	107398884	107399026	-	0	1.0	1.0
chr2	98413307	98413449	-	0	1.0	1.0
chr3	122471438	122471521	-	0	1.0	1.0
chr15	89790860	89790957	+	0	0.941176470588	0.0434782608696
chr17	67501921	67501987	+	0	1.0	1.0
chr4	87967847	87968746	+	0	1.0	1.0
chr12	131589376	131589479	+	0	0.959016393443	0.893617021277
chr2	207007410	207007555	-	0	0.991596638655	0.995698924731
chr7	100225200	100225284	-	0	1.0	1.0
chr2	166900212	166900559	-	0	1.0	0.953125
chr1	19423687	19423774	-	0	1.0	1.0
chr12	81613792	81613855	+	0	1.0	1.0
chr22	50967925	50968148	-	0	0.642857142857	0.967741935484
chr16	28837561	28837711	+	0	1.0	1.0
chr7	87195386	87195557	-	0	1.0	1.0
chr5	132409685	132409818	+	0	1.0	1.0
chr1	44056643	44057224	+	0	0.998616874136	0.997737556561
chr3	47456317	47456483	-	0	1.0	1.0
chr1	15541391	15541927	+	0	1.0	1.0
chr11	65820498	65820575	+	0	1.0	1.0
chr7	65817492	65817542	+	0	1.0	1.0
chr19	14070579	14070707	+	0	1.0	1.0
chr8	38273388	38273578	-	0	1.0	1.0
chr19	45648352	45648518	+	0	1.0	1.0
chr4	1742553	1742713	+	0	1.0	1.0
chr7	100007051	100007167	-	0	1.0	1.0
chr3	159606609	159606732	+	0	1.0	1.0
chr5	149403825	149404243	+	0	1.0	1.0
chr7	17836450	17836562	-	0	1.0	1.0
chr22	31592922	31592976	+	0	0.980891719745	0.962962962963
chr1	235420475	235420540	-	0	1.0	1.0
chr10	123720938	123721032	-	0	1.0	1.0
chr9	95874161	95874220	+	0	0.576530612245	0.580808080808
chr19	8654336	8654469	-	0	0.833333333333	1.0
chr18	33703458	33703627	-	0	1.0	1.0
chr1	45101702	45101834	+	0	1.0	1.0
chr7	2317735	2317940	-	0	1.0	1.0
chr3	25777800	25778946	-	1	1.0	0.0420168067227
chr15	85432003	85432091	+	0	0.970588235294	0.962962962963
chr3	127820402	127820491	-	0	1.0	1.0
chr17	43190807	43190956	-	0	0.00917431192661	1.0
chr1	153745115	153745187	+	0	1.0	1.0
chr5	52157281	52157393	+	0	1.0	1.0
chr16	715679	715801	+	0	1.0	1.0
chr6	30879461	30879544	+	0	1.0	1.0
chr20	39985680	39985828	+	0	1.0	1.0
chrX	47086393	47086498	+	0	1.0	1.0
chr20	43056975	43057097	+	0	1.0	0.231578947368
chr1	150234557	150234699	+	0	0.988095238095	0.964285714286
chr14	50298925	50298995	-	0	1.0	1.0
chr10	74628461	74628621	+	0	1.0	1.0
chr16	69921942	69922152	+	0	1.0	1.0
chr8	61471411	61471482	+	0	0.997126436782	0.997361477573
chr20	33369924	33370207	-	0	1.0	1.0
chr5	107703532	107703654	-	0	1.0	1.0
chr1	228295369	228295570	-	0	1.0	1.0
chr11	61187942	61188002	-	0	0.166666666667	0.902912621359
chr11	62489589	62489852	-	0	1.0	1.0
chr3	135975397	135975465	+	0	0.985507246377	0.98275862069
chr12	6344395	6344493	+	0	1.0	1.0
chr5	139931567	139931769	-	0	0.829787234043	0.944444444444
chr18	59821778	59821884	-	0	1.0	1.0
chr4	69968525	69968656	+	0	1.0	1.0
chr15	69709722	69709850	+	0	1.0	1.0
chr12	56811918	56812143	-	0	1.0	1.0
chr1	225700359	225700416	-	0	1.0	1.0
chr13	21228015	21228067	+	0	1.0	1.0
chr10	135170144	135170242	-	0	1.0	1.0
chrX	70282704	70282799	-	0	0.994475138122	0.992366412214
chr8	144769551	144769648	+	0	0.133333333333	0.103448275862
chr7	45103517	45103600	+	0	0.918032786885	0.952380952381
chr12	49397540	49397705	-	0	0.972789115646	0.974842767296
chr5	14389398	14389507	+	0	1.0	1.0
chr3	49053406	49053519	-	0	0.838842975207	1.0
chr4	5812066	5812177	+	0	1.0	1.0
chr3	100170563	100170793	+	0	1.0	1.0
chr19	40839758	40839836	-	0	1.0	1.0
chr12	2975559	2975687	-	0	0.978021978022	0.979166666667
chr1	36934757	36934858	-	0	1.0	1.0
chr12	56814747	56814918	-	0	1.0	1.0
chr13	20625573	20625738	+	0	1.0	1.0
chr6	150147400	150147495	-	0	0.930555555556	0.934782608696
chr2	190708690	190708806	+	1	0.954128440367	0.948453608247
chr1	36642298	36642443	+	0	1.0	1.0
chr1	197057386	197057562	-	0	1.0	1.0
chr20	25319521	25319640	-	0	0.0833333333333	0.0480769230769
chr17	4722379	4722513	+	0	1.0	1.0
chr2	232665850	232665917	+	0	0.0492957746479	0.010989010989
chr6	167447363	167447459	+	0	1.0	1.0
chr5	141034929	141034967	-	0	1.0	1.0
chr16	67839331	67839442	-	0	1.0	1.0
chr10	135211939	135212019	+	0	0.997685185185	0.998417721519
chr12	112712651	112712764	-	0	1.0	1.0
chr6	158317859	158318030	+	0	1.0	1.0
chr1	47028321	47028515	-	0	1.0	1.0
chr6	53743791	53743869	+	0	0.987951807229	0.987654320988
chr16	844054	844201	+	0	1.0	1.0
chr17	40052873	40052902	-	0	0.755364806867	0.753779697624
chr4	142143520	142143645	+	0	0.953488372093	0.9375
chrX	153277980	153278129	-	0	0.994100294985	0.987012987013
chr17	40491332	40491427	-	0	0.993103448276	0.99
chr17	7311331	7312031	+	0	1.0	1.0
chr13	100193813	100193921	+	0	1.0	1.0
chr2	136511109	136511137	+	0	0.99358974359	0.993220338983
chr14	23946712	23946769	+	0	1.0	1.0
chr11	95550951	95551067	+	0	1.0	1.0
chr19	14065338	14065473	+	0	1.0	1.0
chr12	56548839	56548982	+	0	1.0	1.0
chr6	32133915	32134397	+	0	0.857142857143	1.0
chr1	183079623	183079789	+	0	1.0	1.0
chr4	186263130	186263270	+	0	1.0	1.0
chr4	122740527	122740734	-	0	1.0	1.0
chr20	33067435	33067594	+	0	0.941176470588	1.0
chr6	82904196	82904359	-	0	0.984435797665	1.0
chr19	50000451	50000582	+	0	0.997806817143	0.998908026009
chr5	77311234	77311372	-	0	1.0	1.0
chr9	135981319	135981403	-	0	1.0	1.0
chr2	20526022	20526146	-	0	0.031914893617	0.031914893617
chr11	16808657	16808784	-	0	0.0833333333333	0.0833333333333
chr6	35554811	35554894	-	0	1.0	1.0
chr9	14863807	14863901	-	0	1.0	1.0
chr6	29705743	29705978	-	0	0.846153846154	0.6
chr10	114177604	114177699	+	0	1.0	1.0
chr14	39627489	39627606	-	1	0.892307692308	0.950704225352
chr16	2215880	2215937	+	0	0.944869831547	1.0
chr11	66239840	66239941	+	0	1.0	1.0
chr19	49954625	49954835	-	0	0.4	0.00574712643678
chr16	160523	160604	-	0	1.0	1.0
chr18	47500720	47500985	-	0	1.0	1.0
chr2	97751436	97751935	-	0	1.0	1.0
chr1	26881675	26881712	+	0	0.00862068965517	1.0
chr20	5163707	5163789	+	0	1.0	1.0
chr3	58398631	58398690	+	0	0.233766233766	0.903614457831
chr1	203772085	203772144	+	0	0.9	0.996336996337
chr5	177035540	177035623	+	0	0.989130434783	0.99358974359
chr1	19566312	19566479	-	0	1.0	1.0
chr11	82564219	82564320	-	0	1.0	1.0
chr1	78433849	78433887	-	0	1.0	1.0
chrX	54577396	54577483	+	0	1.0	1.0
chr4	110612006	110612165	-	0	1.0	1.0
chr5	78181407	78181650	-	0	1.0	1.0
chr17	14095306	14095538	+	0	0.980582524272	0.968253968254
chr16	51172599	51176056	-	0	1.0	1.0
chr7	150779262	150779680	-	0	0.996875	0.997191011236
chr6	53659534	53660213	+	0	1.0	1.0
chr12	50821548	50821692	+	0	0.0555555555556	1.0
chr20	480477	480578	-	0	1.0	1.0
chr16	1827748	1828613	-	0	1.0	1.0
chr16	111583	111694	-	0	1.0	1.0
chr5	41805669	41805783	-	0	1.0	1.0
chr8	145001145	145001249	-	0	1.0	1.0
chr1	150972933	150973091	-	0	0.813953488372	0.874015748031
chr19	54710144	54710592	+	0	0.987296024532	0.0253574037358
